time,"Appennino emiliano, area Monte Cimone_NORD",Crinale savonese entroterra ligure_NORD,"Piemonte sud-occidentale , Cuneese_NORD","Valle d’Aosta , area alpina_NORD","Veneto orientale , Delta del Po_NORD","Basilicata, area Melfi,Potenza_SUD","Calabria, area Crotone,Catanzaro_SUD","Campania, area Benevento,Avellino_SUD","Puglia, area Foggia,Daunia_SUD","Sicilia occidentale, area Trapani_SUD"
2019-01-11 20:00:00,0.01,0.075,0.025,0.025,0.025,0.331,0.737,0.377,0.299,0.356
2019-01-11 21:00:00,0.009,0.058,0.02,0.02,0.02,0.318,0.778,0.395,0.284,0.397
2019-01-11 22:00:00,0.01,0.04,0.014,0.014,0.014,0.304,0.802,0.411,0.289,0.451
2019-01-11 23:00:00,0.013,0.025,0.01,0.01,0.01,0.302,0.83,0.432,0.319,0.495
2019-01-12 00:00:00,0.019,0.018,0.007,0.007,0.007,0.306,0.862,0.442,0.367,0.504
2019-01-12 01:00:00,0.027,0.019,0.008,0.008,0.008,0.332,0.891,0.476,0.442,0.494
2019-01-12 02:00:00,0.035,0.031,0.014,0.014,0.014,0.385,0.911,0.5,0.517,0.527
2019-01-12 03:00:00,0.04,0.052,0.026,0.026,0.026,0.409,0.924,0.48,0.558,0.631
2019-01-12 04:00:00,0.044,0.079,0.053,0.053,0.053,0.433,0.929,0.433,0.574,0.737
2019-01-12 05:00:00,0.048,0.11,0.084,0.084,0.084,0.438,0.93,0.408,0.568,0.79
2019-01-12 06:00:00,0.052,0.137,0.103,0.103,0.103,0.409,0.925,0.348,0.539,0.784
2019-01-12 07:00:00,0.055,0.139,0.105,0.105,0.105,0.298,0.918,0.21,0.448,0.734
2019-01-12 08:00:00,0.04,0.102,0.096,0.096,0.096,0.407,0.902,0.348,0.471,0.64
2019-01-12 09:00:00,0.02,0.039,0.051,0.051,0.051,0.493,0.862,0.452,0.544,0.562
2019-01-12 10:00:00,0.034,0.011,0.012,0.012,0.012,0.495,0.847,0.438,0.563,0.545
2019-01-12 11:00:00,0.045,0.005,0.004,0.004,0.004,0.524,0.855,0.433,0.602,0.572
2019-01-12 12:00:00,0.052,0.013,0.005,0.005,0.005,0.561,0.86,0.431,0.633,0.612
2019-01-12 13:00:00,0.058,0.056,0.007,0.007,0.007,0.586,0.857,0.415,0.634,0.645
2019-01-12 14:00:00,0.063,0.132,0.006,0.006,0.006,0.549,0.849,0.343,0.586,0.675
2019-01-12 15:00:00,0.084,0.166,0.004,0.004,0.004,0.518,0.858,0.286,0.58,0.697
2019-01-12 16:00:00,0.127,0.157,0.012,0.012,0.012,0.486,0.88,0.275,0.598,0.711
2019-01-12 17:00:00,0.191,0.162,0.03,0.03,0.03,0.453,0.879,0.244,0.582,0.692
2019-01-12 18:00:00,0.257,0.163,0.048,0.048,0.048,0.412,0.865,0.224,0.546,0.648
2019-01-12 19:00:00,0.327,0.148,0.058,0.058,0.058,0.382,0.833,0.195,0.477,0.599
2019-01-12 20:00:00,0.374,0.111,0.079,0.079,0.079,0.343,0.779,0.162,0.377,0.568
2019-01-12 21:00:00,0.343,0.099,0.103,0.103,0.103,0.298,0.741,0.117,0.281,0.544
2019-01-12 22:00:00,0.325,0.093,0.115,0.115,0.115,0.225,0.706,0.06,0.177,0.513
2019-01-12 23:00:00,0.337,0.085,0.123,0.123,0.123,0.145,0.67,0.021,0.105,0.473
2019-01-13 00:00:00,0.34,0.092,0.165,0.165,0.165,0.114,0.635,0.011,0.096,0.417
2019-01-13 01:00:00,0.334,0.133,0.262,0.262,0.262,0.13,0.615,0.014,0.106,0.372
2019-01-13 02:00:00,0.317,0.165,0.315,0.315,0.315,0.199,0.615,0.03,0.157,0.357
2019-01-13 03:00:00,0.255,0.223,0.339,0.339,0.339,0.29,0.595,0.056,0.241,0.366
2019-01-13 04:00:00,0.194,0.266,0.299,0.299,0.299,0.378,0.556,0.088,0.336,0.372
2019-01-13 05:00:00,0.15,0.253,0.255,0.255,0.255,0.449,0.508,0.13,0.412,0.387
2019-01-13 06:00:00,0.098,0.225,0.235,0.235,0.235,0.473,0.453,0.152,0.435,0.404
2019-01-13 07:00:00,0.052,0.211,0.229,0.229,0.229,0.399,0.351,0.131,0.353,0.428
2019-01-13 08:00:00,0.03,0.144,0.166,0.166,0.166,0.311,0.311,0.087,0.243,0.466
2019-01-13 09:00:00,0.027,0.065,0.097,0.097,0.097,0.243,0.31,0.06,0.168,0.551
2019-01-13 10:00:00,0.039,0.023,0.05,0.05,0.05,0.219,0.299,0.035,0.122,0.65
2019-01-13 11:00:00,0.06,0.017,0.045,0.045,0.045,0.213,0.295,0.022,0.081,0.733
2019-01-13 12:00:00,0.062,0.022,0.045,0.045,0.045,0.136,0.297,0.018,0.033,0.793
2019-01-13 13:00:00,0.053,0.048,0.047,0.047,0.047,0.09,0.303,0.02,0.015,0.817
2019-01-13 14:00:00,0.095,0.115,0.07,0.07,0.07,0.073,0.332,0.015,0.007,0.841
2019-01-13 15:00:00,0.213,0.171,0.089,0.089,0.089,0.083,0.322,0.008,0.002,0.848
2019-01-13 16:00:00,0.345,0.213,0.135,0.135,0.135,0.094,0.27,0.005,0.001,0.827
2019-01-13 17:00:00,0.392,0.235,0.199,0.199,0.199,0.117,0.205,0.01,0.005,0.776
2019-01-13 18:00:00,0.408,0.255,0.247,0.247,0.247,0.165,0.165,0.021,0.028,0.72
2019-01-13 19:00:00,0.452,0.289,0.272,0.272,0.272,0.236,0.138,0.042,0.093,0.671
2019-01-13 20:00:00,0.472,0.33,0.313,0.313,0.313,0.286,0.137,0.079,0.191,0.641
2019-01-13 21:00:00,0.499,0.353,0.359,0.359,0.359,0.353,0.145,0.154,0.338,0.617
2019-01-13 22:00:00,0.515,0.317,0.365,0.365,0.365,0.442,0.152,0.246,0.486,0.602
2019-01-13 23:00:00,0.52,0.223,0.341,0.341,0.341,0.531,0.147,0.302,0.543,0.586
2019-01-14 00:00:00,0.569,0.158,0.318,0.318,0.318,0.602,0.145,0.353,0.538,0.556
2019-01-14 01:00:00,0.577,0.143,0.348,0.348,0.348,0.642,0.157,0.375,0.582,0.553
2019-01-14 02:00:00,0.546,0.162,0.427,0.427,0.427,0.688,0.202,0.387,0.658,0.591
2019-01-14 03:00:00,0.486,0.252,0.563,0.563,0.563,0.669,0.242,0.345,0.591,0.629
2019-01-14 04:00:00,0.404,0.47,0.668,0.668,0.668,0.627,0.235,0.311,0.53,0.695
2019-01-14 05:00:00,0.345,0.576,0.72,0.72,0.72,0.573,0.223,0.321,0.486,0.772
2019-01-14 06:00:00,0.329,0.673,0.745,0.745,0.745,0.543,0.247,0.327,0.487,0.83
2019-01-14 07:00:00,0.427,0.756,0.736,0.736,0.736,0.461,0.253,0.261,0.419,0.88
2019-01-14 08:00:00,0.372,0.741,0.642,0.642,0.642,0.38,0.215,0.196,0.305,0.936
2019-01-14 09:00:00,0.313,0.703,0.497,0.497,0.497,0.259,0.213,0.147,0.249,0.964
2019-01-14 10:00:00,0.497,0.687,0.468,0.468,0.468,0.175,0.282,0.076,0.208,0.969
2019-01-14 11:00:00,0.694,0.644,0.377,0.377,0.377,0.122,0.307,0.049,0.175,0.968
2019-01-14 12:00:00,0.697,0.582,0.246,0.246,0.246,0.109,0.221,0.104,0.23,0.968
2019-01-14 13:00:00,0.644,0.486,0.148,0.148,0.148,0.244,0.074,0.285,0.401,0.969
2019-01-14 14:00:00,0.608,0.396,0.109,0.109,0.109,0.358,0.029,0.368,0.45,0.964
2019-01-14 15:00:00,0.627,0.377,0.111,0.111,0.111,0.365,0.111,0.425,0.472,0.944
2019-01-14 16:00:00,0.633,0.377,0.126,0.126,0.126,0.416,0.368,0.463,0.524,0.9
2019-01-14 17:00:00,0.628,0.38,0.143,0.143,0.143,0.446,0.619,0.454,0.544,0.819
2019-01-14 18:00:00,0.643,0.41,0.158,0.158,0.158,0.456,0.739,0.415,0.514,0.727
2019-01-14 19:00:00,0.653,0.423,0.158,0.158,0.158,0.39,0.777,0.39,0.449,0.66
2019-01-14 20:00:00,0.661,0.433,0.151,0.151,0.151,0.315,0.804,0.341,0.393,0.648
2019-01-14 21:00:00,0.673,0.448,0.144,0.144,0.144,0.297,0.816,0.262,0.349,0.672
2019-01-14 22:00:00,0.67,0.465,0.146,0.146,0.146,0.262,0.822,0.208,0.298,0.712
2019-01-14 23:00:00,0.614,0.464,0.157,0.157,0.157,0.222,0.829,0.13,0.222,0.739
2019-01-15 00:00:00,0.49,0.455,0.166,0.166,0.166,0.168,0.836,0.076,0.183,0.732
2019-01-15 01:00:00,0.329,0.436,0.173,0.173,0.173,0.117,0.844,0.108,0.303,0.688
2019-01-15 02:00:00,0.272,0.42,0.161,0.161,0.161,0.248,0.87,0.368,0.569,0.67
2019-01-15 03:00:00,0.181,0.383,0.141,0.141,0.141,0.522,0.855,0.557,0.627,0.638
2019-01-15 04:00:00,0.074,0.303,0.1,0.1,0.1,0.512,0.828,0.556,0.467,0.588
2019-01-15 05:00:00,0.028,0.194,0.058,0.058,0.058,0.277,0.836,0.545,0.302,0.536
2019-01-15 06:00:00,0.031,0.117,0.035,0.035,0.035,0.133,0.883,0.452,0.343,0.513
2019-01-15 07:00:00,0.029,0.073,0.022,0.022,0.022,0.179,0.907,0.297,0.417,0.489
2019-01-15 08:00:00,0.024,0.034,0.01,0.01,0.01,0.38,0.928,0.33,0.421,0.481
2019-01-15 09:00:00,0.01,0.005,0.002,0.002,0.002,0.465,0.942,0.429,0.423,0.493
2019-01-15 10:00:00,0.001,0.003,0.0,0.0,0.0,0.435,0.954,0.401,0.376,0.477
2019-01-15 11:00:00,0.012,0.004,0.0,0.0,0.0,0.426,0.959,0.387,0.364,0.451
2019-01-15 12:00:00,0.043,0.008,0.001,0.001,0.001,0.431,0.954,0.385,0.36,0.419
2019-01-15 13:00:00,0.076,0.018,0.002,0.002,0.002,0.424,0.938,0.366,0.332,0.404
2019-01-15 14:00:00,0.088,0.046,0.003,0.003,0.003,0.356,0.907,0.29,0.277,0.397
2019-01-15 15:00:00,0.107,0.088,0.005,0.005,0.005,0.32,0.895,0.235,0.279,0.398
2019-01-15 16:00:00,0.127,0.111,0.006,0.006,0.006,0.278,0.898,0.171,0.262,0.387
2019-01-15 17:00:00,0.158,0.117,0.01,0.01,0.01,0.229,0.903,0.105,0.203,0.327
2019-01-15 18:00:00,0.188,0.122,0.019,0.019,0.019,0.168,0.903,0.061,0.114,0.259
2019-01-15 19:00:00,0.216,0.122,0.032,0.032,0.032,0.076,0.892,0.03,0.034,0.199
2019-01-15 20:00:00,0.242,0.123,0.05,0.05,0.05,0.018,0.869,0.01,0.002,0.149
2019-01-15 21:00:00,0.259,0.136,0.067,0.067,0.067,0.001,0.833,0.005,0.0,0.111
2019-01-15 22:00:00,0.29,0.167,0.08,0.08,0.08,0.001,0.791,0.002,0.019,0.087
2019-01-15 23:00:00,0.308,0.215,0.096,0.096,0.096,0.016,0.694,0.003,0.097,0.071
2019-01-16 00:00:00,0.327,0.264,0.11,0.11,0.11,0.061,0.572,0.012,0.185,0.065
2019-01-16 01:00:00,0.335,0.293,0.119,0.119,0.119,0.138,0.449,0.032,0.282,0.068
2019-01-16 02:00:00,0.337,0.314,0.133,0.133,0.133,0.26,0.321,0.072,0.4,0.08
2019-01-16 03:00:00,0.312,0.313,0.128,0.128,0.128,0.403,0.215,0.119,0.525,0.083
2019-01-16 04:00:00,0.297,0.304,0.108,0.108,0.108,0.511,0.146,0.151,0.605,0.079
2019-01-16 05:00:00,0.289,0.307,0.075,0.075,0.075,0.571,0.113,0.162,0.625,0.075
2019-01-16 06:00:00,0.253,0.307,0.061,0.061,0.061,0.593,0.103,0.162,0.613,0.077
2019-01-16 07:00:00,0.222,0.293,0.052,0.052,0.052,0.449,0.087,0.115,0.463,0.095
2019-01-16 08:00:00,0.124,0.256,0.036,0.036,0.036,0.327,0.068,0.082,0.288,0.105
2019-01-16 09:00:00,0.168,0.252,0.023,0.023,0.023,0.402,0.056,0.185,0.315,0.145
2019-01-16 10:00:00,0.337,0.27,0.012,0.012,0.012,0.361,0.045,0.221,0.24,0.166
2019-01-16 11:00:00,0.36,0.293,0.008,0.008,0.008,0.322,0.036,0.223,0.171,0.17
2019-01-16 12:00:00,0.349,0.307,0.006,0.006,0.006,0.291,0.027,0.22,0.132,0.161
2019-01-16 13:00:00,0.321,0.309,0.006,0.006,0.006,0.266,0.024,0.209,0.113,0.151
2019-01-16 14:00:00,0.268,0.297,0.01,0.01,0.01,0.23,0.028,0.186,0.108,0.151
2019-01-16 15:00:00,0.274,0.289,0.016,0.016,0.016,0.246,0.039,0.193,0.143,0.168
2019-01-16 16:00:00,0.276,0.299,0.014,0.014,0.014,0.284,0.048,0.179,0.237,0.187
2019-01-16 17:00:00,0.289,0.29,0.014,0.014,0.014,0.316,0.052,0.158,0.345,0.208
2019-01-16 18:00:00,0.313,0.264,0.018,0.018,0.018,0.341,0.059,0.157,0.414,0.224
2019-01-16 19:00:00,0.335,0.253,0.028,0.028,0.028,0.366,0.067,0.169,0.435,0.236
2019-01-16 20:00:00,0.345,0.255,0.039,0.039,0.039,0.387,0.075,0.185,0.436,0.248
2019-01-16 21:00:00,0.351,0.274,0.053,0.053,0.053,0.423,0.088,0.211,0.457,0.281
2019-01-16 22:00:00,0.347,0.297,0.073,0.073,0.073,0.466,0.105,0.241,0.487,0.325
2019-01-16 23:00:00,0.342,0.335,0.098,0.098,0.098,0.501,0.115,0.266,0.507,0.364
2019-01-17 00:00:00,0.332,0.329,0.116,0.116,0.116,0.53,0.119,0.284,0.516,0.389
2019-01-17 01:00:00,0.309,0.325,0.13,0.13,0.13,0.553,0.127,0.293,0.52,0.396
2019-01-17 02:00:00,0.285,0.311,0.14,0.14,0.14,0.571,0.138,0.301,0.522,0.394
2019-01-17 03:00:00,0.275,0.271,0.138,0.138,0.138,0.556,0.132,0.284,0.497,0.378
2019-01-17 04:00:00,0.275,0.246,0.128,0.128,0.128,0.524,0.105,0.264,0.47,0.362
2019-01-17 05:00:00,0.275,0.248,0.115,0.115,0.115,0.503,0.076,0.254,0.462,0.353
2019-01-17 06:00:00,0.286,0.259,0.097,0.097,0.097,0.486,0.056,0.253,0.461,0.356
2019-01-17 07:00:00,0.272,0.255,0.072,0.072,0.072,0.347,0.039,0.206,0.32,0.359
2019-01-17 08:00:00,0.204,0.215,0.042,0.042,0.042,0.233,0.02,0.191,0.198,0.348
2019-01-17 09:00:00,0.227,0.191,0.022,0.022,0.022,0.229,0.019,0.289,0.292,0.372
2019-01-17 10:00:00,0.311,0.196,0.027,0.027,0.027,0.203,0.033,0.313,0.272,0.387
2019-01-17 11:00:00,0.318,0.163,0.02,0.02,0.02,0.206,0.057,0.324,0.25,0.374
2019-01-17 12:00:00,0.29,0.122,0.006,0.006,0.006,0.215,0.089,0.325,0.233,0.337
2019-01-17 13:00:00,0.249,0.105,0.001,0.001,0.001,0.224,0.135,0.317,0.226,0.289
2019-01-17 14:00:00,0.163,0.108,0.002,0.002,0.002,0.209,0.192,0.26,0.213,0.239
2019-01-17 15:00:00,0.168,0.108,0.007,0.007,0.007,0.213,0.233,0.266,0.222,0.225
2019-01-17 16:00:00,0.188,0.079,0.005,0.005,0.005,0.265,0.231,0.3,0.271,0.235
2019-01-17 17:00:00,0.189,0.037,0.005,0.005,0.005,0.335,0.213,0.321,0.345,0.246
2019-01-17 18:00:00,0.197,0.027,0.009,0.009,0.009,0.411,0.192,0.329,0.404,0.265
2019-01-17 19:00:00,0.211,0.028,0.017,0.017,0.017,0.465,0.179,0.367,0.447,0.297
2019-01-17 20:00:00,0.19,0.059,0.035,0.035,0.035,0.466,0.175,0.395,0.446,0.324
2019-01-17 21:00:00,0.192,0.084,0.062,0.062,0.062,0.452,0.196,0.425,0.44,0.338
2019-01-17 22:00:00,0.198,0.113,0.087,0.087,0.087,0.444,0.218,0.486,0.481,0.343
2019-01-17 23:00:00,0.205,0.172,0.127,0.127,0.127,0.498,0.237,0.55,0.52,0.337
2019-01-18 00:00:00,0.195,0.241,0.179,0.179,0.179,0.562,0.244,0.572,0.535,0.319
2019-01-18 01:00:00,0.183,0.325,0.22,0.22,0.22,0.596,0.248,0.549,0.533,0.295
2019-01-18 02:00:00,0.166,0.377,0.231,0.231,0.231,0.613,0.245,0.543,0.558,0.263
2019-01-18 03:00:00,0.104,0.41,0.246,0.246,0.246,0.596,0.229,0.531,0.551,0.213
2019-01-18 04:00:00,0.036,0.44,0.264,0.264,0.264,0.599,0.209,0.484,0.527,0.162
2019-01-18 05:00:00,0.006,0.461,0.272,0.272,0.272,0.594,0.221,0.45,0.495,0.115
2019-01-18 06:00:00,0.005,0.476,0.276,0.276,0.276,0.536,0.236,0.412,0.455,0.08
2019-01-18 07:00:00,0.007,0.437,0.236,0.236,0.236,0.387,0.237,0.289,0.327,0.057
2019-01-18 08:00:00,0.011,0.341,0.133,0.133,0.133,0.275,0.242,0.249,0.196,0.047
2019-01-18 09:00:00,0.025,0.318,0.038,0.038,0.038,0.422,0.265,0.35,0.322,0.055
2019-01-18 10:00:00,0.059,0.463,0.063,0.063,0.063,0.477,0.282,0.404,0.408,0.073
2019-01-18 11:00:00,0.132,0.435,0.061,0.061,0.061,0.495,0.281,0.412,0.426,0.09
2019-01-18 12:00:00,0.22,0.35,0.042,0.042,0.042,0.476,0.254,0.374,0.415,0.1
2019-01-18 13:00:00,0.308,0.257,0.032,0.032,0.032,0.419,0.208,0.318,0.368,0.098
2019-01-18 14:00:00,0.351,0.174,0.023,0.023,0.023,0.32,0.165,0.24,0.307,0.091
2019-01-18 15:00:00,0.338,0.161,0.018,0.018,0.018,0.27,0.139,0.209,0.291,0.077
2019-01-18 16:00:00,0.335,0.174,0.013,0.013,0.013,0.27,0.133,0.201,0.312,0.053
2019-01-18 17:00:00,0.331,0.179,0.016,0.016,0.016,0.301,0.133,0.183,0.364,0.039
2019-01-18 18:00:00,0.329,0.162,0.026,0.026,0.026,0.332,0.142,0.166,0.398,0.035
2019-01-18 19:00:00,0.318,0.143,0.036,0.036,0.036,0.353,0.162,0.152,0.401,0.039
2019-01-18 20:00:00,0.297,0.142,0.041,0.041,0.041,0.366,0.179,0.134,0.385,0.047
2019-01-18 21:00:00,0.272,0.16,0.046,0.046,0.046,0.374,0.183,0.121,0.361,0.068
2019-01-18 22:00:00,0.255,0.171,0.048,0.048,0.048,0.366,0.178,0.111,0.325,0.099
2019-01-18 23:00:00,0.253,0.19,0.063,0.063,0.063,0.343,0.164,0.099,0.283,0.12
2019-01-19 00:00:00,0.24,0.217,0.074,0.074,0.074,0.311,0.14,0.087,0.246,0.111
2019-01-19 01:00:00,0.214,0.26,0.089,0.089,0.089,0.268,0.116,0.073,0.212,0.084
2019-01-19 02:00:00,0.196,0.299,0.109,0.109,0.109,0.213,0.103,0.061,0.17,0.058
2019-01-19 03:00:00,0.189,0.297,0.104,0.104,0.104,0.164,0.081,0.051,0.121,0.041
2019-01-19 04:00:00,0.184,0.286,0.086,0.086,0.086,0.128,0.056,0.044,0.081,0.034
2019-01-19 05:00:00,0.184,0.277,0.081,0.081,0.081,0.109,0.039,0.043,0.06,0.032
2019-01-19 06:00:00,0.16,0.26,0.075,0.075,0.075,0.102,0.029,0.045,0.051,0.035
2019-01-19 07:00:00,0.157,0.249,0.075,0.075,0.075,0.08,0.024,0.042,0.039,0.035
2019-01-19 08:00:00,0.143,0.233,0.067,0.067,0.067,0.042,0.024,0.033,0.017,0.03
2019-01-19 09:00:00,0.146,0.22,0.046,0.046,0.046,0.044,0.028,0.044,0.014,0.024
2019-01-19 10:00:00,0.149,0.208,0.03,0.03,0.03,0.055,0.023,0.07,0.019,0.019
2019-01-19 11:00:00,0.136,0.195,0.019,0.019,0.019,0.053,0.015,0.091,0.02,0.021
2019-01-19 12:00:00,0.128,0.183,0.012,0.012,0.012,0.056,0.008,0.104,0.02,0.022
2019-01-19 13:00:00,0.127,0.165,0.01,0.01,0.01,0.066,0.005,0.095,0.022,0.019
2019-01-19 14:00:00,0.122,0.142,0.011,0.011,0.011,0.057,0.003,0.071,0.017,0.014
2019-01-19 15:00:00,0.116,0.127,0.016,0.016,0.016,0.062,0.003,0.058,0.012,0.014
2019-01-19 16:00:00,0.12,0.114,0.013,0.013,0.013,0.08,0.005,0.043,0.017,0.013
2019-01-19 17:00:00,0.101,0.089,0.004,0.004,0.004,0.098,0.007,0.025,0.034,0.01
2019-01-19 18:00:00,0.073,0.057,0.001,0.001,0.001,0.108,0.012,0.012,0.064,0.007
2019-01-19 19:00:00,0.055,0.04,0.0,0.0,0.0,0.112,0.022,0.008,0.092,0.004
2019-01-19 20:00:00,0.049,0.034,0.0,0.0,0.0,0.125,0.037,0.007,0.109,0.002
2019-01-19 21:00:00,0.053,0.037,0.001,0.001,0.001,0.148,0.056,0.007,0.117,0.002
2019-01-19 22:00:00,0.058,0.041,0.001,0.001,0.001,0.172,0.076,0.007,0.114,0.006
2019-01-19 23:00:00,0.058,0.044,0.001,0.001,0.001,0.193,0.09,0.007,0.11,0.021
2019-01-20 00:00:00,0.056,0.041,0.001,0.001,0.001,0.189,0.088,0.006,0.1,0.055
2019-01-20 01:00:00,0.049,0.035,0.002,0.002,0.002,0.166,0.08,0.005,0.087,0.1
2019-01-20 02:00:00,0.04,0.03,0.002,0.002,0.002,0.147,0.072,0.004,0.073,0.146
2019-01-20 03:00:00,0.031,0.029,0.003,0.003,0.003,0.127,0.062,0.003,0.055,0.189
2019-01-20 04:00:00,0.026,0.029,0.005,0.005,0.005,0.099,0.044,0.002,0.034,0.211
2019-01-20 05:00:00,0.025,0.028,0.006,0.006,0.006,0.07,0.025,0.001,0.019,0.223
2019-01-20 06:00:00,0.025,0.027,0.008,0.008,0.008,0.051,0.012,0.001,0.011,0.24
2019-01-20 07:00:00,0.019,0.023,0.01,0.01,0.01,0.034,0.004,0.001,0.007,0.241
2019-01-20 08:00:00,0.014,0.018,0.006,0.006,0.006,0.005,0.001,0.001,0.001,0.206
2019-01-20 09:00:00,0.018,0.014,0.002,0.002,0.002,0.001,0.002,0.004,0.0,0.179
2019-01-20 10:00:00,0.013,0.016,0.001,0.001,0.001,0.002,0.003,0.011,0.001,0.16
2019-01-20 11:00:00,0.011,0.022,0.002,0.002,0.002,0.005,0.003,0.018,0.004,0.151
2019-01-20 12:00:00,0.014,0.032,0.004,0.004,0.004,0.006,0.005,0.02,0.01,0.132
2019-01-20 13:00:00,0.029,0.042,0.006,0.006,0.006,0.004,0.008,0.019,0.027,0.101
2019-01-20 14:00:00,0.055,0.055,0.008,0.008,0.008,0.017,0.014,0.018,0.073,0.076
2019-01-20 15:00:00,0.103,0.075,0.011,0.011,0.011,0.043,0.016,0.021,0.131,0.071
2019-01-20 16:00:00,0.13,0.079,0.005,0.005,0.005,0.054,0.017,0.029,0.146,0.079
2019-01-20 17:00:00,0.119,0.082,0.002,0.002,0.002,0.055,0.017,0.046,0.137,0.098
2019-01-20 18:00:00,0.108,0.098,0.005,0.005,0.005,0.052,0.018,0.066,0.128,0.139
2019-01-20 19:00:00,0.102,0.123,0.013,0.013,0.013,0.047,0.02,0.064,0.114,0.197
2019-01-20 20:00:00,0.112,0.15,0.019,0.019,0.019,0.037,0.023,0.059,0.102,0.256
2019-01-20 21:00:00,0.133,0.18,0.026,0.026,0.026,0.039,0.024,0.059,0.098,0.306
2019-01-20 22:00:00,0.152,0.208,0.034,0.034,0.034,0.055,0.022,0.065,0.09,0.35
2019-01-20 23:00:00,0.165,0.22,0.044,0.044,0.044,0.093,0.019,0.064,0.082,0.401
2019-01-21 00:00:00,0.171,0.222,0.051,0.051,0.051,0.146,0.013,0.09,0.08,0.461
2019-01-21 01:00:00,0.169,0.225,0.056,0.056,0.056,0.176,0.006,0.109,0.078,0.524
2019-01-21 02:00:00,0.145,0.235,0.066,0.066,0.066,0.194,0.002,0.114,0.094,0.579
2019-01-21 03:00:00,0.111,0.239,0.076,0.076,0.076,0.221,0.001,0.109,0.109,0.596
2019-01-21 04:00:00,0.095,0.246,0.088,0.088,0.088,0.225,0.001,0.077,0.113,0.594
2019-01-21 05:00:00,0.119,0.255,0.097,0.097,0.097,0.207,0.003,0.046,0.1,0.609
2019-01-21 06:00:00,0.155,0.26,0.101,0.101,0.101,0.179,0.011,0.032,0.089,0.619
2019-01-21 07:00:00,0.183,0.242,0.1,0.1,0.1,0.104,0.027,0.022,0.053,0.617
2019-01-21 08:00:00,0.176,0.208,0.083,0.083,0.083,0.06,0.048,0.014,0.017,0.627
2019-01-21 09:00:00,0.213,0.225,0.076,0.076,0.076,0.043,0.078,0.017,0.012,0.646
2019-01-21 10:00:00,0.255,0.243,0.095,0.095,0.095,0.044,0.098,0.018,0.014,0.658
2019-01-21 11:00:00,0.282,0.249,0.101,0.101,0.101,0.045,0.116,0.02,0.021,0.65
2019-01-21 12:00:00,0.284,0.246,0.098,0.098,0.098,0.04,0.139,0.018,0.027,0.617
2019-01-21 13:00:00,0.268,0.234,0.088,0.088,0.088,0.033,0.163,0.018,0.039,0.56
2019-01-21 14:00:00,0.233,0.212,0.066,0.066,0.066,0.03,0.198,0.026,0.069,0.49
2019-01-21 15:00:00,0.206,0.199,0.032,0.032,0.032,0.04,0.241,0.035,0.101,0.414
2019-01-21 16:00:00,0.209,0.185,0.017,0.017,0.017,0.064,0.282,0.049,0.129,0.347
2019-01-21 17:00:00,0.214,0.17,0.024,0.024,0.024,0.095,0.335,0.062,0.151,0.293
2019-01-21 18:00:00,0.215,0.176,0.039,0.039,0.039,0.129,0.444,0.061,0.149,0.29
2019-01-21 19:00:00,0.208,0.186,0.052,0.052,0.052,0.148,0.527,0.055,0.128,0.36
2019-01-21 20:00:00,0.206,0.199,0.058,0.058,0.058,0.149,0.546,0.053,0.117,0.485
2019-01-21 21:00:00,0.245,0.206,0.057,0.057,0.057,0.176,0.565,0.057,0.123,0.587
2019-01-21 22:00:00,0.266,0.2,0.05,0.05,0.05,0.195,0.584,0.068,0.132,0.659
2019-01-21 23:00:00,0.274,0.187,0.043,0.043,0.043,0.185,0.581,0.057,0.137,0.665
2019-01-22 00:00:00,0.253,0.173,0.036,0.036,0.036,0.166,0.637,0.044,0.128,0.647
2019-01-22 01:00:00,0.253,0.158,0.031,0.031,0.031,0.149,0.681,0.036,0.114,0.679
2019-01-22 02:00:00,0.22,0.149,0.028,0.028,0.028,0.143,0.634,0.046,0.1,0.736
2019-01-22 03:00:00,0.198,0.139,0.028,0.028,0.028,0.143,0.547,0.062,0.08,0.755
2019-01-22 04:00:00,0.183,0.135,0.03,0.03,0.03,0.109,0.469,0.067,0.059,0.749
2019-01-22 05:00:00,0.185,0.132,0.03,0.03,0.03,0.114,0.411,0.1,0.057,0.737
2019-01-22 06:00:00,0.19,0.121,0.025,0.025,0.025,0.137,0.372,0.135,0.065,0.73
2019-01-22 07:00:00,0.198,0.099,0.021,0.021,0.021,0.149,0.316,0.171,0.072,0.718
2019-01-22 08:00:00,0.251,0.059,0.013,0.013,0.013,0.146,0.34,0.183,0.062,0.703
2019-01-22 09:00:00,0.335,0.047,0.002,0.002,0.002,0.191,0.437,0.194,0.097,0.679
2019-01-22 10:00:00,0.332,0.045,0.001,0.001,0.001,0.195,0.546,0.249,0.13,0.644
2019-01-22 11:00:00,0.292,0.045,0.001,0.001,0.001,0.249,0.617,0.385,0.138,0.616
2019-01-22 12:00:00,0.246,0.044,0.0,0.0,0.0,0.495,0.658,0.502,0.182,0.585
2019-01-22 13:00:00,0.191,0.037,0.0,0.0,0.0,0.697,0.65,0.541,0.4,0.541
2019-01-22 14:00:00,0.124,0.034,0.002,0.002,0.002,0.673,0.626,0.474,0.56,0.481
2019-01-22 15:00:00,0.069,0.039,0.008,0.008,0.008,0.602,0.639,0.401,0.605,0.424
