time,"Emilia-Romagna orientale, area Ferrara,pianura_NORD","Friuli-Venezia Giulia, area Udine_NORD","Lombardia orientale, area Brescia_NORD","Piemonte meridionale, area Cuneo_NORD","Veneto centrale, area Padova_NORD","Campania interna, area Benevento_SUD","Lazio meridionale, area Latina_SUD","Puglia, area Lecce_SUD","Sardegna, area Oristano,Campidano_SUD","Sicilia interna, area Caltanissetta,Enna_SUD"
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 07:00:00,0.68,0.0,0.0,0.0,0.0,18.92,123.02,250.19,37.84,20.36
2023-01-01 08:00:00,105.96,86.16,210.1,40.78,18.94,308.0,373.76,470.03,347.55,455.74
2023-01-01 09:00:00,476.41,77.96,87.74,71.43,251.28,387.96,541.67,613.87,526.9,591.72
2023-01-01 10:00:00,556.08,34.27,159.16,118.11,307.3,554.75,635.95,556.61,632.5,672.96
2023-01-01 11:00:00,456.89,43.84,233.81,89.47,294.28,659.73,664.16,626.22,669.63,701.29
2023-01-01 12:00:00,249.53,44.56,76.93,112.58,477.29,630.31,529.17,522.25,644.54,668.32
2023-01-01 13:00:00,306.6,38.62,219.56,123.69,503.32,530.96,537.14,518.33,575.42,565.11
2023-01-01 14:00:00,38.39,61.51,90.52,61.36,208.24,366.46,388.94,316.77,448.54,405.91
2023-01-01 15:00:00,17.33,0.0,49.07,23.38,16.0,118.83,113.82,1.05,175.55,173.17
2023-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00,0.29,0.0,0.0,0.0,0.1,19.58,33.17,219.85,43.6,20.29
2023-01-02 08:00:00,82.98,65.68,50.32,15.51,107.06,229.81,82.58,435.25,340.27,460.66
2023-01-02 09:00:00,71.16,50.86,61.7,107.4,69.7,340.44,99.54,560.54,526.24,605.54
2023-01-02 10:00:00,123.36,36.57,49.76,239.66,67.39,351.59,146.25,685.03,647.28,679.55
2023-01-02 11:00:00,129.49,51.51,43.63,289.25,90.14,637.55,186.25,702.08,710.17,703.36
2023-01-02 12:00:00,68.73,36.49,60.08,516.28,59.56,645.34,141.37,588.4,684.72,599.3
2023-01-02 13:00:00,51.05,30.65,45.68,423.35,34.08,543.62,96.15,282.6,606.32,546.09
2023-01-02 14:00:00,20.59,7.21,37.06,185.78,21.99,373.06,123.4,145.68,468.08,340.91
2023-01-02 15:00:00,0.26,0.0,4.88,108.78,0.0,131.37,47.1,0.0,189.44,193.81
2023-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,18.14,17.45,63.78,13.89,19.64
2023-01-03 08:00:00,74.56,49.17,1.91,49.48,2.39,158.19,62.23,214.38,349.49,454.61
2023-01-03 09:00:00,12.25,71.85,35.03,228.27,33.63,236.06,30.33,517.59,487.26,591.86
2023-01-03 10:00:00,94.11,261.4,86.69,237.62,81.75,162.54,93.45,315.62,520.98,669.35
2023-01-03 11:00:00,41.72,157.52,114.58,507.32,166.09,357.43,75.4,497.8,676.22,684.62
2023-01-03 12:00:00,83.81,159.98,46.66,544.15,212.49,619.24,265.71,201.92,653.52,632.34
2023-01-03 13:00:00,52.7,176.97,61.4,570.26,305.48,534.11,204.38,218.7,593.78,567.66
2023-01-03 14:00:00,13.95,143.65,26.2,307.24,97.55,391.8,145.25,100.78,485.61,422.77
2023-01-03 15:00:00,23.93,0.0,94.99,143.53,3.31,86.93,24.87,0.0,180.59,185.62
2023-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 07:00:00,0.0,0.0,0.0,0.0,0.45,18.8,73.77,67.04,37.41,25.14
2023-01-04 08:00:00,82.81,46.64,22.96,356.19,305.76,305.72,326.75,125.21,372.92,402.92
2023-01-04 09:00:00,158.21,91.33,52.88,534.46,496.98,377.43,536.82,155.33,493.45,602.74
2023-01-04 10:00:00,133.07,152.92,54.94,655.04,615.51,551.25,624.23,180.45,621.58,686.33
2023-01-04 11:00:00,116.56,301.21,51.72,713.0,664.04,673.88,670.05,322.19,674.37,700.88
2023-01-04 12:00:00,69.52,624.51,50.06,695.04,616.18,648.22,651.45,635.96,657.15,673.09
2023-01-04 13:00:00,70.79,480.42,41.86,608.89,548.91,498.02,582.02,533.68,594.31,582.65
2023-01-04 14:00:00,45.47,325.51,89.27,447.68,352.25,356.88,403.03,331.85,464.13,421.44
2023-01-04 15:00:00,4.9,1.02,23.83,162.24,49.65,59.11,162.76,65.03,187.46,192.46
2023-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 07:00:00,1.08,0.0,0.0,0.0,0.0,17.65,137.0,246.22,55.31,19.55
2023-01-05 08:00:00,95.3,30.68,347.78,352.98,18.9,340.31,370.89,477.56,343.53,467.02
2023-01-05 09:00:00,175.53,40.39,165.72,536.73,59.07,450.57,543.56,624.65,508.17,603.61
2023-01-05 10:00:00,85.29,33.7,304.89,643.13,22.19,658.5,650.07,697.56,611.32,683.09
2023-01-05 11:00:00,244.82,55.39,464.1,687.87,128.99,702.06,654.25,664.86,688.23,696.91
2023-01-05 12:00:00,568.02,25.71,640.82,683.2,198.39,658.02,645.11,450.01,603.39,659.11
2023-01-05 13:00:00,515.26,19.43,606.07,607.01,231.64,557.36,573.77,543.89,610.55,579.73
2023-01-05 14:00:00,371.67,5.51,427.47,481.66,217.0,388.09,264.12,212.34,327.61,427.8
2023-01-05 15:00:00,123.94,0.0,161.47,290.52,9.21,128.13,25.27,68.56,51.62,35.95
2023-01-05 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 07:00:00,0.0,0.0,0.0,0.0,0.0,19.43,22.08,264.54,2.93,27.6
2023-01-06 08:00:00,63.41,111.61,88.61,373.03,85.03,212.06,79.76,461.74,77.11,164.97
2023-01-06 09:00:00,70.41,399.44,81.86,554.5,84.61,269.67,184.0,232.35,156.84,609.27
2023-01-06 10:00:00,42.64,632.1,125.52,657.16,81.16,306.65,306.54,476.72,111.48,683.05
2023-01-06 11:00:00,50.67,359.33,163.66,672.61,96.91,550.1,117.65,524.0,66.93,630.64
2023-01-06 12:00:00,49.0,124.15,249.78,651.01,94.65,644.97,92.09,637.68,302.95,287.65
2023-01-06 13:00:00,41.44,91.97,95.65,464.41,71.55,552.15,80.46,528.07,151.49,188.96
2023-01-06 14:00:00,24.83,45.31,48.63,173.82,40.83,388.48,77.49,173.99,31.48,89.52
2023-01-06 15:00:00,6.61,0.0,18.98,88.55,2.83,144.46,45.66,77.79,19.48,82.73
2023-01-06 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0,18.08,28.23,254.0,54.82,29.0
2023-01-07 08:00:00,63.59,39.56,45.86,89.84,157.09,284.21,62.71,492.81,360.22,344.4
2023-01-07 09:00:00,112.01,54.23,86.92,146.89,497.6,448.54,94.39,625.31,439.86,467.85
2023-01-07 10:00:00,97.12,88.87,85.74,213.32,603.39,631.75,91.75,575.7,627.58,672.58
2023-01-07 11:00:00,133.39,63.2,77.19,675.21,646.03,682.33,123.56,360.12,688.26,669.48
2023-01-07 12:00:00,114.76,42.58,51.64,694.41,557.16,659.13,119.6,429.08,464.16,444.11
2023-01-07 13:00:00,153.83,35.92,73.88,455.72,323.28,558.58,52.16,196.11,543.52,563.99
2023-01-07 14:00:00,53.43,53.88,27.13,86.03,57.11,292.04,50.12,226.57,454.39,138.2
2023-01-07 15:00:00,18.59,0.0,31.93,211.03,12.13,142.95,11.5,90.71,182.53,82.67
2023-01-07 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 07:00:00,0.0,0.0,0.0,0.0,0.0,13.47,141.24,270.2,13.33,29.85
2023-01-08 08:00:00,2.93,133.74,102.99,2.41,5.0,161.0,147.04,487.06,212.02,171.41
2023-01-08 09:00:00,62.05,27.44,18.21,17.56,38.92,176.55,374.13,621.86,217.73,339.4
2023-01-08 10:00:00,59.71,42.12,20.18,17.54,174.39,439.48,462.03,698.82,174.77,412.3
2023-01-08 11:00:00,87.14,64.89,31.55,147.27,33.62,418.5,443.73,715.84,593.59,603.54
2023-01-08 12:00:00,212.63,12.85,15.43,103.01,23.48,463.29,601.06,553.71,550.56,355.98
2023-01-08 13:00:00,50.58,36.73,31.53,57.35,66.4,487.88,490.11,533.02,43.15,497.91
2023-01-08 14:00:00,21.11,53.75,48.91,54.89,40.49,60.8,127.87,361.05,149.13,337.47
2023-01-08 15:00:00,1.43,7.61,82.46,54.16,0.0,76.93,64.41,92.82,74.6,37.68
2023-01-08 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 07:00:00,0.0,15.46,0.0,0.0,1.05,4.57,21.95,6.73,1.07,19.79
2023-01-09 08:00:00,18.94,138.81,87.43,403.59,10.91,19.83,36.56,28.01,349.25,154.61
2023-01-09 09:00:00,59.92,101.6,216.34,606.71,39.37,38.72,30.69,80.43,117.67,300.08
2023-01-09 10:00:00,15.49,330.28,38.95,716.31,50.43,52.53,107.56,183.81,401.84,122.4
2023-01-09 11:00:00,42.71,39.19,45.51,766.47,24.76,70.5,257.16,178.51,456.14,369.01
2023-01-09 12:00:00,41.14,64.76,53.62,755.38,63.25,49.42,359.18,226.68,436.9,192.4
2023-01-09 13:00:00,269.19,24.12,45.24,674.3,127.85,32.72,88.92,74.52,136.49,48.21
2023-01-09 14:00:00,396.34,291.45,465.18,457.42,29.62,6.78,25.05,33.64,297.15,75.02
2023-01-09 15:00:00,14.12,0.0,70.36,326.34,11.75,0.0,46.35,8.49,50.59,6.2
2023-01-09 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 07:00:00,1.09,135.23,0.0,0.0,0.68,16.78,167.42,249.51,79.62,19.25
2023-01-10 08:00:00,380.14,430.47,381.62,405.25,399.01,111.83,174.61,497.69,328.47,391.53
2023-01-10 09:00:00,586.13,588.88,573.68,604.93,579.32,14.03,269.6,654.11,511.19,555.85
2023-01-10 10:00:00,694.02,687.85,695.49,709.48,685.81,91.3,326.32,19.74,700.26,63.29
2023-01-10 11:00:00,727.58,694.43,747.46,759.65,719.2,136.82,649.44,123.37,464.86,373.04
2023-01-10 12:00:00,699.15,662.77,724.58,743.76,693.7,106.46,692.46,655.3,407.25,644.92
2023-01-10 13:00:00,608.06,577.64,647.51,669.66,610.08,116.97,619.47,560.29,491.19,382.76
2023-01-10 14:00:00,470.51,414.94,489.18,540.79,449.05,138.04,462.32,34.78,205.26,399.23
2023-01-10 15:00:00,197.97,136.12,254.21,345.8,180.84,9.37,211.72,0.0,173.03,230.98
2023-01-10 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11 07:00:00,13.44,59.06,0.0,0.0,0.33,11.87,161.02,28.51,12.73,18.82
2023-01-11 08:00:00,299.23,412.52,137.76,88.32,344.74,445.98,429.98,40.22,151.84,502.09
2023-01-11 09:00:00,436.7,546.98,187.99,461.74,371.67,617.94,595.82,108.76,361.15,645.1
2023-01-11 10:00:00,648.28,305.41,375.53,653.51,491.33,722.74,690.77,48.42,622.66,739.73
2023-01-11 11:00:00,584.22,416.82,427.66,667.13,585.3,738.74,715.75,109.68,694.67,771.02
2023-01-11 12:00:00,384.25,358.96,374.04,596.39,470.18,692.04,722.18,295.29,464.43,731.61
2023-01-11 13:00:00,381.08,410.66,185.8,530.1,212.94,596.63,534.03,112.3,523.56,588.9
2023-01-11 14:00:00,348.13,361.62,210.92,385.92,396.86,419.19,371.49,240.38,449.45,467.59
2023-01-11 15:00:00,76.35,20.97,157.95,154.0,121.35,200.48,47.66,55.54,87.85,86.21
2023-01-11 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
